82,"(129.0, 121.0, 123.0)","[(0.18960318, (129.0, 121.0, 123.0)), (0.048174605, (148.0, 140.0, 143.0)), (0.32849208, (200.0, 197.0, 199.0)), (0.2204762, (96.0, 91.0, 93.0)), (0.117142856, (55.0, 54.0, 61.0))]"
83,"(129.0, 120.0, 122.0)","[(0.19015872, (129.0, 120.0, 122.0)), (0.32349205, (205.0, 201.0, 203.0)), (0.045238096, (148.0, 141.0, 144.0)), (0.2184127, (93.0, 88.0, 90.0)), (0.12674603, (51.0, 51.0, 57.0))]"
84,"(128.0, 122.0, 124.0)","[(0.18547618, (128.0, 122.0, 124.0)), (0.051349208, (147.0, 142.0, 146.0)), (0.32539684, (200.0, 197.0, 199.0)), (0.22722222, (91.0, 88.0, 92.0)), (0.10642857, (52.0, 53.0, 60.0))]"
85,"(192.0, 189.0, 192.0)","[(0.47714287, (192.0, 189.0, 192.0)), (0.16087301, (93.0, 89.0, 92.0)), (0.16293651, (165.0, 162.0, 165.0)), (0.09301587, (117.0, 114.0, 119.0)), (0.045396827, (48.0, 50.0, 58.0))]"
86,"(116.0, 115.0, 123.0)","[(0.07206349, (116.0, 115.0, 123.0)), (0.03706349, (49.0, 52.0, 63.0)), (0.1845238, (83.0, 83.0, 91.0)), (0.001984127, (49.0, 52.0, 66.0)), (0.3397619, (147.0, 145.0, 148.0))]"
87,"(160.0, 157.0, 160.0)","[(0.36420634, (160.0, 157.0, 160.0)), (0.03888889, (50.0, 53.0, 63.0)), (0.38523808, (185.0, 181.0, 184.0)), (0.083253965, (122.0, 122.0, 128.0)), (0.08880953, (78.0, 82.0, 90.0))]"
88,"(183.0, 178.0, 182.0)","[(0.2857143, (183.0, 178.0, 182.0)), (0.042936508, (49.0, 52.0, 62.0)), (0.43769842, (165.0, 161.0, 164.0)), (0.087142855, (121.0, 119.0, 125.0)), (0.10761905, (79.0, 81.0, 91.0))]"
89,"(23.0, 22.0, 23.0)","[(0.20587301, (23.0, 22.0, 23.0)), (0.15484127, (85.0, 83.0, 85.0)), (0.2715873, (163.0, 159.0, 162.0)), (0.22039683, (52.0, 51.0, 52.0)), (0.02904762, (111.0, 110.0, 113.0))]"
90,"(22.0, 22.0, 22.0)","[(0.19698413, (22.0, 22.0, 22.0)), (0.24079365, (166.0, 163.0, 166.0)), (0.1818254, (56.0, 56.0, 58.0)), (0.26357144, (184.0, 182.0, 185.0)), (0.08190476, (78.0, 78.0, 80.0))]"
91,"(123.0, 116.0, 110.0)","[(0.13428572, (123.0, 116.0, 110.0)), (0.08960318, (26.0, 23.0, 22.0)), (0.45039684, (93.0, 86.0, 81.0)), (0.045396827, (161.0, 153.0, 148.0)), (0.25579366, (55.0, 50.0, 48.0))]"
92,"(122.0, 117.0, 121.0)","[(0.41269842, (122.0, 117.0, 121.0)), (0.23920634, (154.0, 149.0, 153.0)), (0.2381746, (96.0, 90.0, 94.0)), (0.038015872, (194.0, 186.0, 188.0)), (0.05373016, (62.0, 58.0, 61.0))]"
93,"(49.0, 45.0, 45.0)","[(0.095952384, (49.0, 45.0, 45.0)), (0.41428572, (132.0, 121.0, 117.0)), (0.1865873, (161.0, 151.0, 146.0)), (0.030396825, (32.0, 30.0, 31.0)), (0.04904762, (200.0, 192.0, 189.0))]"
94,"(161.0, 159.0, 165.0)","[(0.24650794, (161.0, 159.0, 165.0)), (0.20087302, (185.0, 186.0, 197.0)), (0.1636508, (133.0, 122.0, 120.0)), (0.025793651, (166.0, 150.0, 136.0)), (0.032857142, (183.0, 185.0, 203.0))]"
95,"(30.0, 30.0, 28.0)","[(0.12166667, (30.0, 30.0, 28.0)), (0.1663492, (47.0, 46.0, 47.0)), (0.14007936, (83.0, 82.0, 83.0)), (0.075793654, (112.0, 112.0, 113.0)), (0.042857144, (153.0, 152.0, 153.0))]"
96,"(30.0, 30.0, 27.0)","[(0.12420635, (30.0, 30.0, 27.0)), (0.2626984, (209.0, 204.0, 207.0)), (0.19230159, (47.0, 46.0, 46.0)), (0.14833333, (83.0, 81.0, 80.0)), (0.17373016, (220.0, 216.0, 220.0))]"
97,"(29.0, 28.0, 27.0)","[(0.16738096, (29.0, 28.0, 27.0)), (0.45460317, (206.0, 199.0, 202.0)), (0.20539683, (47.0, 45.0, 45.0)), (0.10047619, (82.0, 80.0, 79.0)), (0.03190476, (166.0, 160.0, 163.0))]"
98,"(195.0, 192.0, 195.0)","[(0.47365078, (195.0, 192.0, 195.0)), (0.2031746, (29.0, 30.0, 29.0)), (0.10746032, (173.0, 169.0, 171.0)), (0.14285715, (47.0, 47.0, 47.0)), (0.04436508, (84.0, 84.0, 84.0))]"
99,"(195.0, 190.0, 193.0)","[(0.5114286, (195.0, 190.0, 193.0)), (0.18317461, (26.0, 26.0, 24.0)), (0.12682539, (171.0, 165.0, 169.0)), (0.118968256, (44.0, 43.0, 45.0)), (0.043492064, (78.0, 78.0, 78.0))]"
100,"(168.0, 163.0, 166.0)","[(0.18603174, (168.0, 163.0, 166.0)), (0.0015079365, (90.0, 23.0, 40.0)), (0.0037301588, (53.0, 13.0, 21.0)), (0.04753968, (86.0, 84.0, 82.0)), (4.7619047E-4, (70.0, 1.0, 18.0))]"
101,"(123.0, 120.0, 121.0)","[(0.15714286, (123.0, 120.0, 121.0)), (0.26436508, (201.0, 199.0, 201.0)), (0.17174603, (46.0, 45.0, 47.0)), (0.039603174, (147.0, 145.0, 147.0)), (0.17968254, (89.0, 88.0, 89.0))]"
102,"(41.0, 42.0, 50.0)","[(0.08904762, (41.0, 42.0, 50.0)), (0.14722222, (93.0, 90.0, 94.0)), (0.066269845, (27.0, 27.0, 30.0)), (0.052222222, (119.0, 117.0, 122.0)), (0.23246032, (143.0, 140.0, 145.0))]"
